Model,Train Acc,Test Acc,CV Mean,CV Std,Train Time (s),Infer Time (ms),Overfit Gap,F1_None,F1_CSK,F1_DC,F1_GT,F1_KKR,F1_LSG,F1_MI,F1_PBKS,F1_RR,F1_RCB,F1_SRH
XGBoost,0.9982,0.8564,0.8355,0.0276,344.32,0.076,0.1418,0.867,0.919,0.868,0.837,0.915,0.882,0.847,0.745,0.921,0.675,0.899
